loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
-0.877195211946812,-0.5575316487330685,-0.2644996015657444,-0.5254913182607733,-0.7882778443216134,-0.6746800947281307,4.117260826592546,-1.0010265430008602,-1.2589381338272851,-0.4007543528500042,5.430194986044028,-0.39976274993827676,-0.756410376470561,0.10378078890493808,-0.18935806193134436,2.0117344891583895,-1.5719921796640728,-0.9837756096549435,-0.7825020086344384,-0.7614320752316964,-0.5984531739443427,0
-0.8800766480481635,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7912987949258748,-0.675158480497771,2.9910686213182647,-1.0352148263631975,-1.2717857032563675,-0.4007678351420131,4.021766971174063,-0.40000543134255967,-0.7916368654727635,-0.15083928427883714,-0.40304704802146485,0.8932839383051931,-1.6063650624826848,-0.9983904365683307,-0.7857509404401208,-0.7666809713986682,-0.6407178505064466,1
1.4827009550600103,1.4692734001137095,-0.40848052098981,1.8112038534229957,0.9205732141556512,0.802878139575458,-0.6127464355594365,1.476484391323177,0.40996113501050196,0.5599627664303523,0.7823825369731446,0.5599613101991627,1.4628584306681962,2.1407413743751396,0.6653978824291376,-0.22516661254800321,1.3153299770993527,0.755388793038148,0.9361829165715434,0.8867213211974511,1.4725159775987409,1
0.41656959755998063,0.8358968223490915,1.3912809718110104,1.080986612271818,0.6184781537294995,0.550752892782658,-0.5001272150320084,0.5442838649767822,0.9041643057158667,0.11316500217325016,0.5476445344948173,0.11316057677391665,0.47651673860652627,0.10378078890493808,0.45170889633901706,-0.22516661254800321,0.9716011489132307,0.9746111967389578,0.6437790540601287,0.5717875511791426,0.8385458291671847,1
-0.18853198372381996,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,-0.21731818011618673,-0.2705238503436192,-0.3499682543287708,-0.08364093944481149,-0.14762337821166874,-0.2937656246136274,-0.29741227442716134,-0.293767601927649,-0.08710708542871358,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,0.11227907844792553,-0.3407232254659012,-0.13596457930364378,-0.34676927804092367,-0.21807108488540905,1
0.3301265145194377,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,0.3566624346935014,0.23174931539413363,-0.42504773468038964,0.13516407407414674,0.8493480094851156,-0.11212409729494423,0.21901133102515893,-0.11212866020204161,0.4060637606021213,0.10378078890493808,0.2380199102488966,-0.22516661254800321,0.11227907844792553,0.3900181202034649,0.4001091686339498,0.2830982619956932,-0.21807108488540905,1
0.47419831958700925,0.4136457705060127,-0.40848052098981,0.5941751181710327,0.6990368365098066,0.5217786613347727,-0.5376669552078178,0.6092416033652229,0.7718343405963192,0.12033803093170192,0.5006969339991518,0.12033585696054772,0.6174226946153363,0.10378078890493808,-0.18935806193134436,-0.22516661254800321,0.2841434925409866,0.4630922547704015,0.7412470082306003,0.6242765128488607,0.4158990635461472,1
1.07929990087081,1.680398926035249,-0.40848052098981,2.0546096004733885,1.5247633350079544,1.2563559568098923,-0.6127464355594365,1.958539186732132,0.5889706023890483,1.0850229887502685,1.2049109414341341,1.085018707125501,1.3571789636615887,0.3584008620887133,-0.18935806193134436,-0.22516661254800321,0.9716011489132307,0.5361663893373382,1.7321712089637278,1.1754106103809003,1.6838393604092596,1
0.44538395857349494,0.4136457705060127,-0.40848052098981,0.5941751181710327,0.6990368365098066,0.511238228210363,-0.5376669552078178,0.6969915306618885,0.6549214587916706,0.14157983140140804,0.5006969339991518,0.14157856921544418,0.6174226946153363,0.10378078890493808,-0.40304704802146485,-0.22516661254800321,0.2841434925409866,0.3900181202034649,0.7412470082306003,0.6242765128488607,0.4158990635461472,1
0.47419831958700925,0.624771296427552,-0.40848052098981,0.8375808652214254,0.7594558485950369,0.6010790757488258,-0.5376669552078178,0.8816082608185096,0.6112397227327907,0.24087196853965537,0.5945921349904828,0.24086762108772108,0.6526491836175388,0.10378078890493808,-0.40304704802146485,-0.22516661254800321,0.6278723207271086,0.5361663893373382,0.8062256443442479,0.6767654745185787,0.6272224463566659,1
